SiteID,Study,TaxonID,Species,Abundance
8,4,6004721,Myrmoborus myotherinus,0.31
8,4,6004730,Percnostola rufifrons,0.31
8,4,6004753,Myrmeciza atrothorax,0.15
8,4,6004754,Pithys albifrons,0.62
8,4,6004758,Gymnopithys leucaspis,0.86
8,4,6004773,Phlegopsis erythroptera,0.23
8,4,6004957,Hyloctistes subulatus,0.08
8,4,6004965,Philydor pyrrhodes,0.15
8,4,6004988,Automolus infuscatus,0.08
8,4,6005016,Certhiasomus stictolaemus,0.08
8,4,6005017,Sittasomus griseicapillus,0.08
8,4,6005018,Glyphorynchus spirurus,0.08
8,4,6005035,Xiphorhynchus ocellatus,0.08
8,4,6005057,Formicarius colma,0.15
8,4,6005584,Vireo olivaceus,0.08
8,4,6006430,Turdus lawrencii,0.47
8,4,6006440,Turdus albicollis,0.08
8,4,6006948,Thryothorus coraya,0.39
8,4,6006969,Troglodytes aedon,0.23
8,4,6006982,Microcerculus marginatus,1.02
8,4,6006987,Cyphorhinus arada,0.08
8,4,6009040,Arremon taciturnus,0.08
8,4,6009280,Tachyphonus cristatus,0.08
8,4,6009282,Tachyphonus surinamus,0.62
8,4,6009308,Ramphocelus carbo,1.49
8,4,6009319,Thraupis palmarum,0.08
8,4,6009351,Euphonia chlorotica,0.08
8,4,6009438,Dacnis cayana,0.08
8,4,6009562,Oryzoborus angolensis,0.08
8,4,6009633,Saltator maximus,0.47
8,4,6009646,Cyanocompsa cyanoides,0.47
8,4,39535965,Willisornis poecilinotus,0.39
8,4,60032248,Dendrocincla fuliginosa,0.31
8,4,60032512,Hypocnemis cantator,0.31
9,4,600542,Picumnus pumilus,0.08
9,4,600544,Picumnus exilis,0.08
9,4,600861,Selenidera reinwardtii,0.08
9,4,600884,Galbula albirostris,0.08
9,4,600894,Jacamerops aureus,0.08
9,4,600897,Notharchus ordii,0.08
9,4,600918,Nonnula brunnea,0.08
9,4,6001158,Chloroceryle inda,0.08
9,4,6001805,Phaethornis superciliosus,0.46
9,4,6001810,Phaethornis bourcieri,0.46
9,4,6001899,Thalurania furcata,0.15
9,4,6001986,Heliodoxa aurescens,0.08
9,4,6004046,Mionectes oleagineus,0.62
9,4,6004095,Corythopis torquatus,0.08
9,4,6004212,Myiornis ecaudatus,0.15
9,4,6004248,Terenotriccus erythrurus,0.23
9,4,6004365,Attila phoenicurus,0.08
9,4,6004371,Attila spadiceus,0.08
9,4,6004378,Laniocera hypopyrra,0.08
9,4,6004405,Ramphotrigon ruficauda,0.23
9,4,6004441,Schiffornis turdina,0.15
9,4,6004534,Pipra filicauda,0.31
9,4,6004536,Pipra erythrocephala,1.71
9,4,6004540,Pipra pipra,0.08
9,4,6004541,Lepidothrix coronata,2.81
9,4,6004563,Manacus manacus,0.08
9,4,6004580,Tyranneutes stolzmanni,0.08
9,4,6004610,Thamnophilus aethiops,0.15
9,4,6004613,Thamnophilus murinus,0.15
9,4,6004621,Pygiptila stellaris,0.23
9,4,6004637,Thamnomanes caesius,0.46
9,4,6004653,Epinecrophylla haematonota,0.15
9,4,6004657,Myrmotherula axillaris,0.08
9,4,6004668,Myrmotherula menetriesii,0.08
9,4,6004707,Cercomacra tyrannina,0.39
9,4,6004730,Percnostola rufifrons,0.23
9,4,6004754,Pithys albifrons,1.25
9,4,6004758,Gymnopithys leucaspis,0.31
9,4,6004773,Phlegopsis erythroptera,0.15
9,4,6004965,Philydor pyrrhodes,0.46
9,4,6004988,Automolus infuscatus,0.31
9,4,6004996,Sclerurus mexicanus,0.23
9,4,6005005,Xenops minutus,0.15
9,4,6005013,Dendrocincla merula,0.23
9,4,6005016,Certhiasomus stictolaemus,0.23
9,4,6005018,Glyphorynchus spirurus,0.7
9,4,6005057,Formicarius colma,0.08
9,4,6006430,Turdus lawrencii,0.31
9,4,6006440,Turdus albicollis,0.08
9,4,6006948,Thryothorus coraya,0.15
9,4,6006978,Henicorhina leucosticta,0.08
9,4,6006982,Microcerculus marginatus,0.08
9,4,6006989,Microbates collaris,0.08
9,4,6009282,Tachyphonus surinamus,0.54
9,4,6009308,Ramphocelus carbo,0.31
9,4,6009430,Tangara callophrys,0.08
9,4,6009444,Cyanerpes caeruleus,0.08
9,4,6009646,Cyanocompsa cyanoides,0.08
9,4,39535965,Willisornis poecilinotus,1.4
9,4,60031378,Myrmotherula ignota,0.08
9,4,60032248,Dendrocincla fuliginosa,0.31
9,4,60032249,Xiphorhynchus guttatus,0.23
9,4,60032512,Hypocnemis cantator,0.85
10,5,600583,Melanerpes chrysogenys,51.9
10,5,600651,Picoides scalaris,
10,5,600713,Campephilus guatemalensis,7.5
10,5,6001011,Trogon citreolus,1.3
10,5,6001880,Chlorostilbon canivetii,15
10,5,6001894,Cynanthus latirostris,3.8
10,5,6001952,Amazilia rutila,23.8
10,5,6002081,Heliomaster constantii,1.3
10,5,6004119,Camptostoma imberbe,6.3
10,5,6004286,Empidonax difficilis,17.5
10,5,6004371,Attila spadiceus,
10,5,6004391,Myiarchus cinerascens,25
10,5,6004392,Myiarchus nuttingi,1.3
10,5,6004394,Myiarchus tyrannulus,17.5
10,5,6004402,Deltarhynchus flammulatus,1.3
10,5,6004411,Tyrannus crassirostris,3.8
10,5,6004449,Pachyramphus major,1.3
10,5,6004455,Pachyramphus aglaiae,7.5
10,5,6004461,Tityra semifasciata,8.8
10,5,6005041,Xiphorhynchus flavigaster,5
10,5,6005562,Vireo bellii,1.3
10,5,6005574,Vireo hypochryseus,2.5
10,5,6005581,Vireo solitarius,7.5
10,5,6005703,Cyanocorax sanblasianus,10
10,5,6006439,Turdus assimilis,10
10,5,6006848,Melanotis caerulescens,1.3
10,5,6006949,Thryothorus felix,7.5
10,5,6006961,Thryothorus sinaloa,3.8
10,5,6006977,Uropsila leucogastra,23.8
10,5,6006992,Polioptila caerulea,75
10,5,6006997,Polioptila albiloris,5
10,5,6009089,Vermivora ruficapilla,82.5
10,5,6009094,Parula pitiayumi,47.5
10,5,6009103,Dendroica nigrescens,12.5
10,5,6009125,Mniotilta varia,12.5
10,5,6009151,Wilsonia pusilla,31.3
10,5,6009195,Granatellus venustus,3.8
10,5,6009296,Piranga rubra,2.5
10,5,6009299,Piranga ludoviciana,1.3
10,5,6009349,Euphonia affinis,2.5
10,5,6009616,Pheucticus chrysopeplus,2.5
10,5,6009635,Saltator coerulescens,1.3
10,5,6009647,Cyanocompsa parellina,27.5
10,5,6009649,Passerina caerulea,1.3
10,5,6009652,Passerina versicolor,5
10,5,6009655,Passerina leclancherii,6.3
10,5,6009676,Cacicus melanicterus,27.5
10,5,6009690,Icterus pustulatus,15
10,5,60032255,Turdus rufopalliatus,17.5
10,5,60032451,Vireo gilvus,21.3
11,5,60066,Ortalis poliocephala,
11,5,600583,Melanerpes chrysogenys,6.3
11,5,6001312,Piaya cayana,
11,5,6001322,Crotophaga sulcirostris,45.8
11,5,6001568,Aratinga finschi,
11,5,6001577,Aratinga canicularis,
11,5,6001893,Cynanthus sordidus,2.1
11,5,6001894,Cynanthus latirostris,18.8
11,5,6002485,Patagioenas flavirostris,
11,5,6002554,Zenaida macroura,
11,5,6002560,Columbina inca,35.4
11,5,6002562,Columbina passerina,83.3
11,5,6002564,Columbina talpacoti,
11,5,6002577,Leptotila verreauxi,16.7
11,5,6003596,Falco sparverius,4.2
11,5,6004119,Camptostoma imberbe,22.9
11,5,6004286,Empidonax difficilis,2.1
11,5,6004294,Pyrocephalus rubinus,6.3
11,5,6004371,Attila spadiceus,
11,5,6004391,Myiarchus cinerascens,16.7
11,5,6004394,Myiarchus tyrannulus,
11,5,6004408,Tyrannus melancholicus,2.1
11,5,6004411,Tyrannus crassirostris,2.1
11,5,6004438,Pitangus sulphuratus,
11,5,6005562,Vireo bellii,8.3
11,5,6005703,Cyanocorax sanblasianus,
11,5,6006444,Turdus migratorius,
11,5,6006850,Mimus polyglottos,10.4
11,5,6006961,Thryothorus sinaloa,14.6
11,5,6006977,Uropsila leucogastra,6.3
11,5,6006992,Polioptila caerulea,56.3
11,5,6008978,Melospiza lincolnii,2.1
11,5,6008996,Ammodramus savannarum,12.5
11,5,6009009,Chondestes grammacus,4.2
11,5,6009015,Peucaea ruficauda,116.7
11,5,6009088,Vermivora celata,12.5
11,5,6009089,Vermivora ruficapilla,18.8
11,5,6009092,Vermivora luciae,6.3
11,5,6009097,Dendroica petechia,2.1
11,5,6009102,Dendroica coronata,
11,5,6009151,Wilsonia pusilla,2.1
11,5,6009194,Icteria virens,4.2
11,5,6009299,Piranga ludoviciana,2.1
11,5,6009349,Euphonia affinis,
11,5,6009525,Volatinia jacarina,43.8
11,5,6009532,Sporophila torqueola,2.1
11,5,6009621,Pheucticus melanocephalus,
11,5,6009635,Saltator coerulescens,2.1
11,5,6009647,Cyanocompsa parellina,12.5
11,5,6009649,Passerina caerulea,8.3
11,5,6009652,Passerina versicolor,31.3
11,5,6009655,Passerina leclancherii,60.4
11,5,6009676,Cacicus melanicterus,
11,5,6009690,Icterus pustulatus,29.2
11,5,6009693,Icterus galbula,2.1
11,5,6009694,Icterus cucullatus,16.7
11,5,6009695,Icterus spurius,4.2
11,5,60032202,Zenaida asiatica,
11,5,60032451,Vireo gilvus,2.1
12,5,60066,Ortalis poliocephala,
12,5,600583,Melanerpes chrysogenys,14.8
12,5,600651,Picoides scalaris,
12,5,600713,Campephilus guatemalensis,3.7
12,5,6001312,Piaya cayana,1.9
12,5,6001322,Crotophaga sulcirostris,
12,5,6001568,Aratinga finschi,
12,5,6001577,Aratinga canicularis,
12,5,6001894,Cynanthus latirostris,11.1
12,5,6001952,Amazilia rutila,
12,5,6002485,Patagioenas flavirostris,1.9
12,5,6002554,Zenaida macroura,
12,5,6002560,Columbina inca,9.3
12,5,6002562,Columbina passerina,74.1
12,5,6002564,Columbina talpacoti,1.9
12,5,6002577,Leptotila verreauxi,1.9
12,5,6003596,Falco sparverius,5.6
12,5,6004119,Camptostoma imberbe,14.8
12,5,6004286,Empidonax difficilis,11.1
12,5,6004294,Pyrocephalus rubinus,
12,5,6004371,Attila spadiceus,
12,5,6004391,Myiarchus cinerascens,20.4
12,5,6004394,Myiarchus tyrannulus,3.7
12,5,6004408,Tyrannus melancholicus,7.4
12,5,6004411,Tyrannus crassirostris,9.3
12,5,6005562,Vireo bellii,18.5
12,5,6005574,Vireo hypochryseus,3.7
12,5,6005703,Cyanocorax sanblasianus,
12,5,6006850,Mimus polyglottos,5.6
12,5,6006949,Thryothorus felix,7.4
12,5,6006961,Thryothorus sinaloa,13
12,5,6006977,Uropsila leucogastra,5.6
12,5,6006992,Polioptila caerulea,92.6
12,5,6006997,Polioptila albiloris,3.7
12,5,6008829,Carduelis psaltria,
12,5,6008996,Ammodramus savannarum,3.7
12,5,6009009,Chondestes grammacus,42.6
12,5,6009015,Peucaea ruficauda,48.2
12,5,6009088,Vermivora celata,13
12,5,6009089,Vermivora ruficapilla,25.9
12,5,6009092,Vermivora luciae,13
12,5,6009094,Parula pitiayumi,1.9
12,5,6009097,Dendroica petechia,7.4
12,5,6009102,Dendroica coronata,
12,5,6009137,Geothlypis trichas,1.9
12,5,6009151,Wilsonia pusilla,1.9
12,5,6009194,Icteria virens,3.7
12,5,6009299,Piranga ludoviciana,1.9
12,5,6009349,Euphonia affinis,9.3
12,5,6009525,Volatinia jacarina,7.4
12,5,6009624,Cardinalis sinuatus,1.9
12,5,6009635,Saltator coerulescens,24.1
12,5,6009647,Cyanocompsa parellina,
12,5,6009649,Passerina caerulea,3.7
12,5,6009652,Passerina versicolor,9.3
12,5,6009655,Passerina leclancherii,33.3
12,5,6009676,Cacicus melanicterus,
12,5,6009690,Icterus pustulatus,24.1
12,5,6009695,Icterus spurius,1.9
12,5,6009751,Molothrus ater,
12,5,60032202,Zenaida asiatica,
12,5,60032451,Vireo gilvus,3.7
13,6,60060,Ortalis vetula,2
13,6,60094,Penelopina nigra,16
13,6,600314,Dendrortyx leucophrys,1
13,6,600655,Picoides villosus,10
13,6,600685,Colaptes auratus,1
13,6,600837,Aulacorhynchus prasinus,7
13,6,600997,Pharomachrus mocinno,17
13,6,6001013,Trogon mexicanus,11
13,6,6001015,Trogon collaris,2
13,6,6001052,Aspatha gularis,3
13,6,6001611,Bolborhynchus lineola,2
13,6,6001970,Lampornis amethystinus,46
13,6,6001975,Lamprolaima rhami,11
13,6,6002481,Patagioenas fasciata,9
13,6,6004109,Zimmerius vilissimus,26
13,6,6004262,Mitrephanes phaeocercus,12
13,6,6004996,Sclerurus mexicanus,5
13,6,6005043,Xiphorhynchus erythropygius,1
13,6,6005580,Vireo plumbeus,7
13,6,6005698,Cyanolyca pumilo,16
13,6,6005702,Cyanocorax melanocyaneus,1
13,6,6006353,Myadestes occidentalis,15
13,6,6006359,Myadestes unicolor,30
13,6,6006364,Catharus aurantiirostris,4
13,6,6006367,Catharus frantzii,35
13,6,6006416,Turdus infuscatus,15
13,6,6006428,Turdus plebejus,5
13,6,6006434,Turdus grayi,35
13,6,6006445,Turdus rufitorques,1
13,6,6006849,Melanotis hypoleucus,11
13,6,6006962,Thryothorus modestus,13
13,6,6006969,Troglodytes aedon,7
13,6,6006971,Troglodytes rufociliatus,14
13,6,6006979,Henicorhina leucophrys,35
13,6,6008823,Carduelis notata,4
13,6,6008980,Zonotrichia capensis,3
13,6,6009069,Arremon brunneinucha,45
13,6,6009095,Parula superciliosa,3
13,6,6009136,Oporornis tolmiei,5
13,6,6009151,Wilsonia pusilla,4
13,6,6009157,Myioborus miniatus,6
13,6,6009184,Basileuterus belli,55
13,6,6009224,Chlorospingus ophthalmicus,163
13,6,6009360,Euphonia elegantissima,9
13,6,6009377,Chlorophonia occipitalis,1
13,6,6009581,Diglossa baritula,2
13,6,6009632,Saltator atriceps,3
13,6,6009738,Quiscalus mexicanus,1
13,6,60032214,Atlapetes albinucha,17
13,6,60032682,Automolus rubiginosus,5
13,6,60032692,Caprimulgus vociferus,1
14,6,60094,Penelopina nigra,16
14,6,600314,Dendrortyx leucophrys,4
14,6,600655,Picoides villosus,8
14,6,600685,Colaptes auratus,3
14,6,600837,Aulacorhynchus prasinus,5
14,6,600997,Pharomachrus mocinno,13
14,6,6001013,Trogon mexicanus,7
14,6,6001052,Aspatha gularis,7
14,6,6001611,Bolborhynchus lineola,1
14,6,6001847,Colibri thalassinus,1
14,6,6001862,Abeillia abeillei,2
14,6,6001970,Lampornis amethystinus,45
14,6,6001971,Lampornis viridipallens,2
14,6,6001975,Lamprolaima rhami,7
14,6,6002105,Atthis ellioti,6
14,6,6002244,Strix fulvescens,1
14,6,6002481,Patagioenas fasciata,3
14,6,6004109,Zimmerius vilissimus,13
14,6,6004262,Mitrephanes phaeocercus,12
14,6,6004288,Empidonax flavescens,1
14,6,6004996,Sclerurus mexicanus,2
14,6,6005043,Xiphorhynchus erythropygius,1
14,6,6005698,Cyanolyca pumilo,8
14,6,6005702,Cyanocorax melanocyaneus,3
14,6,6006353,Myadestes occidentalis,16
14,6,6006359,Myadestes unicolor,15
14,6,6006364,Catharus aurantiirostris,5
14,6,6006367,Catharus frantzii,31
14,6,6006416,Turdus infuscatus,8
14,6,6006428,Turdus plebejus,8
14,6,6006434,Turdus grayi,33
14,6,6006445,Turdus rufitorques,4
14,6,6006849,Melanotis hypoleucus,13
14,6,6006962,Thryothorus modestus,13
14,6,6006969,Troglodytes aedon,10
14,6,6006971,Troglodytes rufociliatus,2
14,6,6006979,Henicorhina leucophrys,29
14,6,6007083,Tachycineta thalassina,1
14,6,6008823,Carduelis notata,13
14,6,6008980,Zonotrichia capensis,5
14,6,6009036,Melozone biarcuata,3
14,6,6009069,Arremon brunneinucha,52
14,6,6009095,Parula superciliosa,7
14,6,6009136,Oporornis tolmiei,1
14,6,6009157,Myioborus miniatus,4
14,6,6009184,Basileuterus belli,54
14,6,6009224,Chlorospingus ophthalmicus,89
14,6,6009360,Euphonia elegantissima,4
14,6,6009471,Haplospiza rustica,3
14,6,6009574,Tiaris olivaceus,2
14,6,6009581,Diglossa baritula,6
14,6,6009632,Saltator atriceps,2
14,6,6009738,Quiscalus mexicanus,4
14,6,60032214,Atlapetes albinucha,42
14,6,60032682,Automolus rubiginosus,2
18,8,600210,Arborophila atrogularis,1.25
18,8,600540,Picumnus innominatus,0.3
18,8,600721,Picus chlorolophus,0.25
18,8,600723,Picus flavinucha,0.35
18,8,600734,Picus canus,0.2
18,8,600739,Chrysocolaptes lucidus,0.05
18,8,600745,Blythipicus pyrrhotis,0.45
18,8,600754,Mulleripicus pulverulentus,0.1
18,8,600756,Megalaima virens,0.65
18,8,600770,Megalaima asiatica,2.55
18,8,600776,Megalaima australis,0.5
18,8,600947,Anthracoceros albirostris,0.05
18,8,600952,Buceros bicornis,0.2
18,8,6001031,Harpactes erythrocephalus,0.2
18,8,6001161,Nyctyornis athertoni,0.05
18,8,6001199,Cuculus varius,0.05
18,8,6001216,Cacomantis merulinus,0.1
18,8,6001249,Phaenicophaeus tristis,0.15
18,8,6001515,Loriculus vernalis,0.2
18,8,6002262,Glaucidium brodiei,0.05
18,8,6002276,Glaucidium cuculoides,0.1
18,8,6002278,Glaucidium radiatum,0.25
18,8,6002534,Chalcophaps indica,0.05
18,8,6002636,Treron curvirostra,0.05
18,8,6002648,Treron apicauda,0.05
18,8,6002740,Ducula badia,0.75
18,8,6003995,Pitta nipalensis,0.1
18,8,6004034,Serilophus lunatus,0.1
18,8,6004035,Psarisomus dalhousiae,0.2
18,8,6005507,Irena puella,0.2
18,8,6005515,Chloropsis hardwickii,0.9
18,8,6005732,Cissa chinensis,0.25
18,8,6005737,Dendrocitta formosae,0.05
18,8,6005896,Oriolus traillii,0.55
18,8,6005946,Coracina melaschistos,0.05
18,8,6005981,Hemipus picatus,0.1
18,8,6005988,Rhipidura albicollis,0.1
18,8,6006035,Dicrurus leucophaeus,0.1
18,8,6006038,Dicrurus aeneus,0.45
18,8,6006039,Dicrurus remifer,0.35
18,8,6006048,Dicrurus paradiseus,1.3
18,8,6006061,Hypothymis azurea,1.35
18,8,6006147,Aegithina tiphia,0.1
18,8,6006242,Tephrodornis gularis,0.15
18,8,6006301,Myophonus caeruleus,0.2
18,8,6006524,Ficedula hyperythra,1.15
18,8,6006535,Ficedula westermanni,0.3
18,8,6006556,Cyornis concretus,0.35
18,8,6006561,Cyornis poliogenys,0.75
18,8,6006573,Culicicapa ceylonensis,0.8
18,8,6006670,Enicurus immaculatus,0.05
18,8,6006841,Gracula religiosa,0.1
18,8,6006883,Sitta castanea,0.25
18,8,6007067,Melanochlora sultanea,0.35
18,8,6007180,Pycnonotus melanicterus,1.45
18,8,6007277,Alophoixus flaveolus,3.55
18,8,6007296,Hemixos flavala,1.1
18,8,6007299,Hypsipetes virescens,0.25
18,8,6007534,Tesia cyaniventer,0.25
18,8,6007647,Orthotomus atrogularis,0.2
18,8,6007719,Phylloscopus inornatus,2.05
18,8,6007721,Phylloscopus trochiloides,1
18,8,6007731,Phylloscopus cantator,0.1
18,8,6007847,Pellorneum ruficeps,0.45
18,8,6007867,Pomatorhinus hypoleucos,0.05
18,8,6007908,Stachyris rufifrons,0.05
18,8,6007924,Stachyris nigriceps,0.25
18,8,6008013,Alcippe nipalensis,1.55
18,8,6008039,Erpornis zantholeuca,1.05
18,8,6008209,Dicaeum concolor,1.5
18,8,6008340,Aethopyga saturata,0.45
18,8,6008344,Arachnothera longirostra,0.15
18,8,6008352,Arachnothera magna,0.5
18,8,60031520,Trichastoma tickelli,0.05
18,8,60032261,Chloropsis cochinchinensis,0.05
18,8,60032266,Copsychus malabaricus,0.8
18,8,60032269,Phylloscopus reguloides,0.05
18,8,60032280,Chloropsis aurifrons,0.4
18,8,60032281,Seicercus burkii,0.1
18,8,60032374,Garrulax leucolophus,0.35
18,8,60032458,Macronous gularis,0.8
18,8,60032460,Gampsorhynchus rufulus,0.05
18,8,60032518,Pomatorhinus horsfieldii,0.05
18,8,60032657,Polyplectron bicalcaratum,1.45
19,8,600246,Gallus gallus,0.25
19,8,600734,Picus canus,0.05
19,8,600739,Chrysocolaptes lucidus,0.05
19,8,600770,Megalaima asiatica,0.1
19,8,600984,Upupa epops,0.05
19,8,6001179,Merops philippinus,0.1
19,8,6001282,Centropus sinensis,0.15
19,8,6002276,Glaucidium cuculoides,0.05
19,8,6002278,Glaucidium radiatum,0.05
19,8,6002501,Streptopelia orientalis,0.35
19,8,6002503,Stigmatopelia chinensis,1.6
19,8,6002636,Treron curvirostra,0.05
19,8,6003327,Aviceda jerdoni,0.1
19,8,6003425,Accipiter badius,0.25
19,8,6003590,Falco tinnunculus,0.05
19,8,6005534,Lanius tephronotus,0.55
19,8,6005737,Dendrocitta formosae,0.4
19,8,6005784,Corvus macrorhynchos,0.05
19,8,6005910,Coracina novaehollandiae,0.1
19,8,6006035,Dicrurus leucophaeus,0.15
19,8,6006038,Dicrurus aeneus,0.65
19,8,6006061,Hypothymis azurea,0.1
19,8,6006295,Monticola solitarius,0.05
19,8,6006561,Cyornis poliogenys,0.05
19,8,6006594,Luscinia calliope,0.7
19,8,6006651,Phoenicurus ochruros,0.05
19,8,6006687,Saxicola ferreus,0.25
19,8,6006807,Sturnus malabaricus,0.05
19,8,6007180,Pycnonotus melanicterus,0.1
19,8,6007183,Pycnonotus jocosus,0.2
19,8,6007196,Pycnonotus cafer,2.9
19,8,6007296,Hemixos flavala,0.05
19,8,6007370,Prinia rufescens,2.05
19,8,6007371,Prinia hodgsonii,0.3
19,8,6007646,Orthotomus sutorius,3.85
19,8,6007847,Pellorneum ruficeps,0.05
19,8,6007908,Stachyris rufifrons,0.1
19,8,6008009,Alcippe poioicephala,0.1
19,8,6008344,Arachnothera longirostra,0.4
19,8,6008352,Arachnothera magna,0.15
19,8,6008447,Anthus hodgsoni,3.4
19,8,6008704,Lonchura striata,1.25
19,8,60031259,Abroscopus superciliaris,0.15
19,8,60032280,Chloropsis aurifrons,0.1
19,8,60032458,Macronous gularis,0.05
19,8,60032518,Pomatorhinus horsfieldii,0.05
19,8,60032599,Ficedula parva,1.8
20,8,600210,Arborophila atrogularis,0.05
20,8,600246,Gallus gallus,0.2
20,8,600723,Picus flavinucha,0.1
20,8,600734,Picus canus,0.1
20,8,600739,Chrysocolaptes lucidus,0.1
20,8,600745,Blythipicus pyrrhotis,0.2
20,8,600770,Megalaima asiatica,0.2
20,8,600779,Megalaima haemacephala,0.05
20,8,6001102,Halcyon smyrnensis,0.1
20,8,6001204,Cuculus micropterus,0.2
20,8,6001239,Surniculus lugubris,0.05
20,8,6001282,Centropus sinensis,0.25
20,8,6001425,Psittinus cyanurus,1.04
20,8,6001515,Loriculus vernalis,0.1
20,8,6002278,Glaucidium radiatum,0.1
20,8,6002636,Treron curvirostra,0.05
20,8,6005515,Chloropsis hardwickii,0.05
20,8,6005534,Lanius tephronotus,0.05
20,8,6005737,Dendrocitta formosae,0.25
20,8,6005878,Oriolus xanthonotus,0.6
20,8,6005896,Oriolus traillii,0.05
20,8,6005910,Coracina novaehollandiae,0.05
20,8,6005981,Hemipus picatus,0.1
20,8,6005988,Rhipidura albicollis,0.5
20,8,6006035,Dicrurus leucophaeus,0.05
20,8,6006038,Dicrurus aeneus,0.45
20,8,6006061,Hypothymis azurea,0.9
20,8,6006147,Aegithina tiphia,0.3
20,8,6006561,Cyornis poliogenys,0.6
20,8,6006563,Cyornis rubeculoides,0.15
20,8,6006573,Culicicapa ceylonensis,0.25
20,8,6006594,Luscinia calliope,0.05
20,8,6006640,Copsychus saularis,0.05
20,8,6006807,Sturnus malabaricus,0.05
20,8,6006841,Gracula religiosa,0.05
20,8,6007180,Pycnonotus melanicterus,0.7
20,8,6007183,Pycnonotus jocosus,0.55
20,8,6007196,Pycnonotus cafer,0.65
20,8,6007277,Alophoixus flaveolus,0.05
20,8,6007296,Hemixos flavala,0.7
20,8,6007370,Prinia rufescens,0.3
20,8,6007455,Zosterops palpebrosus,0.4
20,8,6007646,Orthotomus sutorius,1.55
20,8,6007719,Phylloscopus inornatus,0.6
20,8,6007721,Phylloscopus trochiloides,0.2
20,8,6007847,Pellorneum ruficeps,1.05
20,8,6007867,Pomatorhinus hypoleucos,0.1
20,8,6007908,Stachyris rufifrons,1.05
20,8,6007924,Stachyris nigriceps,0.1
20,8,6008009,Alcippe poioicephala,1.75
20,8,6008013,Alcippe nipalensis,0.1
20,8,6008039,Erpornis zantholeuca,0.2
20,8,6008196,Dicaeum chrysorrheum,0.25
20,8,6008209,Dicaeum concolor,0.55
20,8,6008344,Arachnothera longirostra,2.3
20,8,6008352,Arachnothera magna,1.75
20,8,6008447,Anthus hodgsoni,0.1
20,8,6008704,Lonchura striata,0.05
20,8,60031259,Abroscopus superciliaris,2.3
20,8,60032266,Copsychus malabaricus,0.05
20,8,60032280,Chloropsis aurifrons,0.4
20,8,60032281,Seicercus burkii,0.15
20,8,60032458,Macronous gularis,0.5
20,8,60032460,Gampsorhynchus rufulus,0.05
20,8,60032518,Pomatorhinus horsfieldii,0.15
20,8,60032599,Ficedula parva,0.35
20,8,60032683,Dicrurus hottentottus,0.3
21,8,600210,Arborophila atrogularis,0.05
21,8,600246,Gallus gallus,0.05
21,8,600250,Lophura leucomelanos,0.1
21,8,600540,Picumnus innominatus,0.05
21,8,600568,Sasia ochracea,0.15
21,8,600721,Picus chlorolophus,0.05
21,8,600723,Picus flavinucha,0.25
21,8,600739,Chrysocolaptes lucidus,0.05
21,8,600745,Blythipicus pyrrhotis,0.15
21,8,600756,Megalaima virens,0.05
21,8,600770,Megalaima asiatica,0.9
21,8,600776,Megalaima australis,0.05
21,8,6001031,Harpactes erythrocephalus,0.15
21,8,6001161,Nyctyornis athertoni,0.1
21,8,6001282,Centropus sinensis,0.05
21,8,6001515,Loriculus vernalis,0.1
21,8,6002636,Treron curvirostra,0.05
21,8,6003390,Spilornis cheela,0.05
21,8,6005515,Chloropsis hardwickii,0.3
21,8,6005732,Cissa chinensis,0.1
21,8,6005737,Dendrocitta formosae,0.3
21,8,6005784,Corvus macrorhynchos,0.05
21,8,6005878,Oriolus xanthonotus,0.1
21,8,6005981,Hemipus picatus,0.2
21,8,6005988,Rhipidura albicollis,0.05
21,8,6006038,Dicrurus aeneus,0.45
21,8,6006039,Dicrurus remifer,0.1
21,8,6006048,Dicrurus paradiseus,0.7
21,8,6006061,Hypothymis azurea,0.85
21,8,6006147,Aegithina tiphia,0.1
21,8,6006524,Ficedula hyperythra,0.2
21,8,6006535,Ficedula westermanni,0.1
21,8,6006550,Niltava sundara,0.05
21,8,6006556,Cyornis concretus,0.05
21,8,6006561,Cyornis poliogenys,0.8
21,8,6006573,Culicicapa ceylonensis,0.75
